itemId,category,name,rating,reviewTitle,reviewContent,upVotes,downVotes,helpful,relevanceScore,boughtDate,clientType
2264337,beli-harddisk-eksternal,Lazada Customer,5,Tanpa Judul,Tidak ada review,0,0,True,17.01,14 Agu 2016,androidApp
2413911,beli-harddisk-eksternal,irwan n.,5,Tanpa Judul,Great item,0,0,True,1.63,,desktop
2449584,beli-harddisk-eksternal,Luciana L.,5,Tanpa Judul,Lacie 2TB nya mantap,0,0,True,23.51,18 Des 2016,iosApp
2944115,beli-harddisk-eksternal,Lazada Guest,5,perfect,"You won't regret if you buy it, it's durable .and very easy to use.Satisfied and Thanks Lazada !",0,0,True,16.76,,desktop
3018996,beli-harddisk-eksternal,Lazada Guest,3,external fdd,So far found ok,0,0,True,9.58,,mobile
3107128,beli-harddisk-eksternal,RIZKI B.,5,Tanpa Judul,Tidak ada review,0,0,True,17.01,24 Nov 2015,androidApp
3330238,beli-harddisk-eksternal,Yunant,5,Barang bagus,"kualitas ok, mantap",0,0,True,19.61,27 Sep 2016,mobile-app
3356297,beli-harddisk-eksternal,Naim,5,Tanpa Judul,Tidak ada review,0,0,True,14.31,20 Jan 2017,androidApp
3356299,beli-harddisk-eksternal,Billy B.,5,Tanpa Judul,Tidak ada review,0,0,True,16.01,09 Jan 2016,androidApp
3537360,beli-harddisk-eksternal,Dimas A.,4,Tanpa Judul,Barang bisa duganakan secara normal seperti seharusnya.,0,0,True,19.83,12 Jan 2017,mobile
3565389,beli-harddisk-eksternal,Yobelita F.,5,GAK BAKAL NYESEL ALERT!!!,"Pada akhirnya ... harddisk WD ekternal warna biru saya datang! XD Sempat khawatir juga saya mengingat saya gak pernah membeli barang online pada hari weekend (kecuali PO). Saking khawatir pesanan saya sudah dikirim atau belum, saya sampai live chat dengan pihak Lazada untuk menanyakan posisi harddisk pesanan saya ini haha Untuk pengiriman, termasuk lama ya ....  Padahal masih wilayah Jakarta juga ckckckck (Mungkin ini efek belanja online di hari weekend). Tapi, walau terlambat dari hari yang dicantumin oleh Lazada dan di dalam nota pembelian, saya tetap merasa lega karena barang pesanan saya sudah sampai dengan sangat aman mengingat pembungkusan barangnya sangat rapi sekali hingga harus menggunakan gunting untuk membukanya. Di tambah dengan bubble wrap yang memberi kesan empuk hingga tambah yakin saya kalau barang ini akan sangat aman! Saya juga sudah mencoba harddisk-nya dan ... beneran 2TB, lho! (walau hanya tersisa 1,81TB karena sisanya termakan untuk sistem) Tapi dengan harga Rp 1.250.280 bisa dibilang sangat WORTH IT mendapat harddisk 2TB!  P.S: Saya beli dengan harga segitu karena memakai kode voucher potongan diskon dari Lazada dari harga asli kalau gak salah Rp 1.359.000 *lihat ke atas* fufufufufu #gakmaurugijugadia Ditambah dengan bonusnya yang 3 kali plus! Pouch WD, memo WD, dan pen WD! (Semuanya ada tulisan WD-nya! Gak tahu asli atau kagak, tapi semoga saja asli dari WD wkwkwkwk) Tambah gak rugilah! #nihanakemangbener-bener Overall, saya puas sekali dengan barang yang saya beli ini. Karena itulah saya bersedia menulis review panjang-panjang begini (bukannya emang selalu nulis review panjang-panjang, ya?) #plakplakplak P.S 2: Saya sempat bingung dengan tulisan ""Nota di dalam!"" pada bagian kertas putih yang bertulisan nama pengirim dan identitas penerima. Saya cari-cari sampai bego di dalam bungkusannya, ""kok, gak ada?"". Berhubung IQ saya tinggi (#PLAK), jadi saya berpikiran pasti di balik/di dalam kertas ini, nih .... Dan dugaan sayabenar! Ternyata kertas putih itu adalah amplop yang berisi kartu nama si penjual dan nota pembelian wkwkwkwkwk Anda sungguh KREATIF sebagai pedagang! Baru kali ini saya dibegituin .... Untung belum saya buang tuh bungkusan. At last but not least, Thank you, Ezzy Com! Saya pasti akan pesan harddisk lagi ke sini kalau kapasitas harddisk saya sudah penuh! (Tapi, gak tahu kapan penuhnya .... Mungkin masih agak sangat lama ....)",0,0,True,26.53,12 Feb 2016,desktop
3654905,beli-harddisk-eksternal,Rizki P.,5,Tanpa Judul,harddisknya masih awet sampai skrng.,0,0,True,21.51,11 Nov 2016,androidApp
3720055,beli-harddisk-eksternal,Lazada Guest,5,Mantab,Wow..  Kualitas Barang OKE banget. Pelayanan juga OK. Trims..,0,0,True,8.93,,desktop
3777309,beli-harddisk-eksternal,sujadin,5,Tanpa Judul,Tidak ada review,0,0,True,16.01,09 Sep 2018,androidApp
4353000,beli-harddisk-eksternal,Mouna S.,4,bagus,sempat khawatir tidak muat hard disk eksternal saya tapi ternyata muat...barangnya bagus dgn bahan yg sesuai.,0,0,True,27.0,23 Des 2016,desktop
4888128,beli-harddisk-eksternal,Riksky,5,Lima Bintang,"Brg sdh dtg n berfungsi baik, sayang kabel nya krg umum d tmpt saya ... Jd klo rsk ssh cr cdngan, wlo smpe skrg msh baik2 saja ...",0,0,True,27.0,29 Agu 2016,mobile-app
5031867,beli-harddisk-eksternal,amalia A.,1,Tanpa Judul,Tidak ada review,0,0,True,16.0,09 Jul 2018,androidApp
5684014,beli-harddisk-eksternal,Amsar,4,Mantap,"Pengiriman cepat dan rapi, barang diterima baik. Barang setelah digunakan dengan hasil ""mantap""",1,0,True,21.96,26 Okt 2016,mobile-app
5684880,beli-harddisk-eksternal,Bastian M.,5,Tanpa Judul,Tidak ada review,0,0,True,14.99,14 Jul 2018,mobile
5781937,beli-harddisk-eksternal,Hendra L.,5,MANTAP,Oke,0,0,True,14.01,22 Feb 2018,desktop
5783956,beli-harddisk-eksternal,Siti L.,5,Tanpa Judul,Tidak ada review,0,0,True,14.01,24 Jul 2017,mobile
6137653,beli-harddisk-eksternal,Hendrik P.,4,Yu mari,"kata orang rumah barang udah datang, lum cek but thks",0,0,True,20.28,26 Jul 2017,desktop
6205374,beli-harddisk-eksternal,Lazada Customer,4,Tanpa Judul,pas 2 tahun.. mati total.. pemakaian normal 7 jam sehari..,0,0,True,24.51,18 Mei 2016,androidApp
6205422,beli-harddisk-eksternal,agus t.,1,Buruk,Sy kecewaaaaa beli memory card sandisk 8gb smpe rmh memory ga bs dipake...buruk sekali anda,0,1,True,10.09,,mobile-app
6244399,beli-harddisk-eksternal,sigit p.,5,Tanpa Judul,Tidak ada review,0,0,True,18.01,15 Jul 2016,iosApp
6293623,beli-harddisk-eksternal,Lazada Customer,5,Tanpa Judul,Tidak ada review,0,0,True,28.67,26 Agu 2017,androidApp
6347089,beli-harddisk-eksternal,Lazada Customer,5,Tanpa Judul,Tidak ada review,0,0,True,16.0,20 Feb 2017,androidApp
6348471,beli-harddisk-eksternal,Topan Y.,4,barangnya bagus,Tidak ada review,0,0,True,12.79,04 Jul 2017,desktop
6350113,beli-harddisk-eksternal,iga k.,3,Ukuran tidak sesuai,Mas kq pouchx lbih kecil dri ukuran yg di cntumkan yk... Ukuranx cuma 12cmx7cm,0,0,True,20.51,11 Nov 2017,androidApp
6373631,beli-harddisk-eksternal,Antony J.,1,pengiriman 3 minggu,pengiriman molor 3 minggu saya kecewa,0,0,True,10.0,,mobile-app
6441024,beli-harddisk-eksternal,Amin,4,6.35 cm USB 2.0 IDE harddisk eksternal disk yang HDD kasus laptop PC untuk kandang BOX (Hitam),Berfungsi dengan baik,0,0,True,20.51,27 Des 2016,desktop
6554544,beli-harddisk-eksternal,John A.,5,Tanpa Judul,Tidak ada review,0,0,True,13.01,14 Des 2017,androidApp
6642223,beli-harddisk-eksternal,Desi L.,5,Cepat sampai dan original,"Baru sempet review disini, pesan tgl 19, sampai 21, packing Best dengan bubblewrap, dan dapat harga murah dari yg lain dengan spek yg sama. Barang original, made in thailand. Thanks Kenkez n lazada",0,0,True,27.77,19 Jul 2017,desktop
6662282,beli-harddisk-eksternal,Endang S.,5,Tanpa Judul,Tidak ada review,0,0,True,16.01,10 Jun 2016,androidApp
6672644,beli-harddisk-eksternal,Lazada Customer,5,Tanpa Judul,Tidak ada review,0,0,True,16.01,17 Agu 2018,androidApp
6689225,beli-harddisk-eksternal,Lazada Customer,5,Proses cepat.  Barang sesuai deskripsi.,Tidak ada review,0,0,True,14.01,21 Nov 2017,desktop
7022966,beli-harddisk-eksternal,Rianty,5,Tanpa Judul,Tidak ada review,0,0,True,17.67,19 Des 2016,androidApp
7026632,beli-harddisk-eksternal,Talitha D.,1,Order #3542632446,kenapa blm sampai juga dari tanggal 15 desember pemesanan nya???,0,0,True,20.51,14 Des 2017,desktop
7072982,beli-harddisk-eksternal,Leonardo H.,5,Tanpa Judul,Barang berfungsi dengan baik,0,0,True,25.51,08 Mar 2019,androidApp
7118993,beli-harddisk-eksternal,Mochammad A.,5,Tanpa Judul,Tidak ada review,0,0,True,14.01,11 Nov 2016,androidApp
7202088,beli-harddisk-eksternal,Erwan H.,5,Tanpa Judul,Barang ok,0,0,True,14.01,10 Jul 2017,desktop
7448288,beli-harddisk-eksternal,Bastian M.,5,Tanpa Judul,Tidak ada review,0,0,True,14.99,14 Jul 2018,mobile
7496189,beli-harddisk-eksternal,Suhada,5,Tanpa Judul,Tidak ada review,0,0,True,16.01,25 Nov 2016,androidApp
7591837,beli-harddisk-eksternal,Lazada Guest,4,Tanpa Judul,Berfungsi baik,0,0,True,9.22,,mobile
7843538,beli-harddisk-eksternal,sams,5,Tanpa Judul,Tidak ada review,0,0,True,16.01,23 Sep 2016,androidApp
7969693,beli-harddisk-eksternal,Anton B.,4,Pesanan saya kapan ya datang e,Kok lama ya,0,0,True,10.09,,mobile-app
7969929,beli-harddisk-eksternal,Ida B.,5,Tanpa Judul,Tidak ada review,0,0,True,14.97,03 Jun 2018,androidApp
7990277,beli-harddisk-eksternal,Ignatius i.,5,Tanpa Judul,Tidak ada review,0,0,True,17.0,04 Nov 2016,androidApp
8622779,beli-harddisk-eksternal,suryanto,5,Tanpa Judul,Tidak ada review,0,0,True,15.62,31 Mar 2017,androidApp
8623419,beli-harddisk-eksternal,Roby K.,5,Tanpa Judul,rekomen,0,0,True,14.01,22 Feb 2018,androidApp
8791762,beli-harddisk-eksternal,Lazada Customer,5,Tanpa Judul,Tidak ada review,0,0,True,25.0,14 Sep 2019,androidApp
8791954,beli-harddisk-eksternal,Hary F.,5,Tanpa Judul,cocok banget,0,0,True,24.51,02 Agu 2018,androidApp
8888592,beli-harddisk-eksternal,Armand P.,5,Great product with great price!,"Product:  HGST drive inside (model WD80EZZX), 5400RPM 3.5″ drive. Western Digital bought HGST (Hitachi Global Storage Technologies) back in 2012, combining the two companies technologies together. You get everything you need inside the box. The drive, power cable and USB. The drive comes with Acronis True Image WD Edition software which gives you need for making system and file backups with, including scheduled maintenance. It has USB3 connection, which is compatible with USB2.  Seller: Very prompt response, shipped next day with Lazada Express",0,0,True,27.0,11 Des 2016,desktop
9177393,beli-harddisk-eksternal,Rudy L.,5,Tanpa Judul,"Barang diterima dalam keadaan baik, berfungsi dengan bagus.",0,0,True,21.51,16 Apr 2018,desktop
9177397,beli-harddisk-eksternal,Junaidi,5,Barang udh nyampe,"Punyaku kok gak ada kartu garansinya dan segelnya gan, nanti buat ngeklaim garansi gimana caranya ya ?",0,0,True,26.68,27 Sep 2016,mobile-app
10589945,beli-harddisk-eksternal,Lazada Guest,5,Tanpa Judul,"barang baguss, sampai nya jg cepet",0,0,True,9.5,,mobile
10589946,beli-harddisk-eksternal,agus p.,4,Tanpa Judul,Tidak ada review,0,0,True,14.01,27 Jul 2017,androidApp
10589983,beli-harddisk-eksternal,Muhammad D.,5,"Keren barangnya ,,tq",Tidak ada review,0,0,True,14.01,12 Apr 2018,androidApp
10589999,beli-harddisk-eksternal,Andang H.,4,Tanpa Judul,Tidak ada review,0,0,True,15.01,13 Nov 2016,androidApp
11847511,beli-harddisk-eksternal,Syafri N.,1,kecewa dengan kualitas produknya,dibanding dgn harganya...kualitasnya jauh sekali...dengan harga 150 rb dan kualitas yang kurang memadai harga tersebut kemahalan....,0,0,True,28.01,19 Des 2017,desktop
12249471,beli-harddisk-eksternal,ismail m.,4,Barang telah sampai,Bagus dan pengiriman cepat,0,0,True,19.5,13 Mar 2017,mobile-app
12402106,beli-harddisk-eksternal,SARI R.,5,Tanpa Judul,Tidak ada review,0,0,True,17.01,12 Des 2018,androidApp
12405492,beli-harddisk-eksternal,M G.,5,Nama barang Sesuai pesanan,"Pesan dari luar negeri, 5 hari kemudian sampai, Barang bagus tapi berharap ada isinya dalam kotaknya",0,0,True,27.33,18 Mar 2017,mobile-app
12408900,beli-harddisk-eksternal,Tata P.,4,Bagus,Barang lumayan bagus. Tebal jadi aman untuk harddisk. Harga sesuai,0,0,True,19.85,28 Mar 2017,mobile-app
12477607,beli-harddisk-eksternal,Amdee M.,1,Kecewa berat,"Gimana nih barang udah sebulan lebih gak datang2....status di lazada pun belum di proses di kirim....please follow up, lazada team...",0,0,True,17.56,,mobile-app
100094378,beli-harddisk-eksternal,Theodore L.,4,"Mantap, awet. Sayang warnanya gampang kotor.",Tidak ada review,0,0,True,14.01,09 Des 2016,iosApp
100111226,beli-harddisk-eksternal,Juventia D.,5,Tanpa Judul,Tidak ada review,0,0,True,13.76,18 Des 2017,androidApp
100338045,beli-harddisk-eksternal,Muhammad A.,5,Tanpa Judul,Tidak ada review,0,0,True,14.99,11 Feb 2017,androidApp
100348611,beli-harddisk-eksternal,Lazada Customer,5,Tanpa Judul,Ok sesuai sm deksripsi,0,0,True,20.51,04 Apr 2017,androidApp
100443971,beli-harddisk-eksternal,Maulidin,3,Tanpa Judul,Tidak ada review,0,0,True,14.97,01 Agu 2018,iosApp
100560370,beli-harddisk-eksternal,Shernell T.,5,Tanpa Judul,Tidak ada review,0,0,True,13.01,04 Apr 2017,iosApp
100560860,beli-harddisk-eksternal,Sinanuri S.,4,Tanpa Judul,Tidak ada review,0,0,True,13.81,09 Mar 2017,mobile
100571835,beli-harddisk-eksternal,Candra C.,5,Tanpa Judul,Tidak ada review,0,0,True,18.01,20 Feb 2019,androidApp
100590773,beli-harddisk-eksternal,Ricky P.,5,Review Setelah HDD diterima,"Maaf baru sempat review.  Secara umum cukup puas dengan layanan penjual. Packing bagus, rapih dan aman. Fisik barang sesuai gambar dan ulasan yang ada di website, hanya saya mis-informasi aja karena ternyata HD External WD ini gak dapat sarungnya.  Overall, saya rekomendasi sellernya. Thanks dan tingkatkan selalu pelayanannya, Sukses!!",0,0,True,28.22,01 Nov 2017,desktop
100627725,beli-harddisk-eksternal,Eka F.,4,puas,barang diantar dengan cepat dan sesuai dengan penjelasan yang ada. penjual merespondengan cepat.,0,0,True,20.76,08 Nov 2017,desktop
100934823,beli-harddisk-eksternal,M. M.,5,Tanpa Judul,Tidak ada review,0,0,True,13.91,14 Des 2017,androidApp
100944134,beli-harddisk-eksternal,wahyu r.,4,Tanpa Judul,Tidak ada review,0,0,True,19.01,02 Okt 2017,androidApp
101423283,beli-harddisk-eksternal,yogi t.,5,Tanpa Judul,Tidak ada review,0,0,True,14.37,20 Okt 2017,androidApp
102600852,beli-harddisk-eksternal,Oinike S.,1,Produk tidak dapat difungsikan,"Kami menggunakan windows 10 sedangkan  yang dikirim adalah produk untuk windows dibawahnya, dan kamipun sudah mencoba untuk masuk ke windows 7 namun tetap tidak bisa digunakan, kami minta pengembalian dana saja. karna ternyata produk ini tidak sesuai harapan kami.",2,0,True,30.97,17 Jun 2017,mobile
102655829,beli-harddisk-eksternal,Ismy H.,5,Tanpa Judul,produk sesuai yg di gambar. bagus,0,0,True,25.51,02 Nov 2017,androidApp
102655830,beli-harddisk-eksternal,Agus J.,5,Tanpa Judul,barang sesuai pesanan,0,0,True,24.51,24 Sep 2017,androidApp
102655832,beli-harddisk-eksternal,Bulan T.,5,Puasss,"Barang sampenya cepet banget, sesuai juga. Puasss",0,0,True,19.5,07 Mar 2017,iosApp
102655833,beli-harddisk-eksternal,Eggy R.,5,Tanpa Judul,Tidak ada review,0,0,True,13.01,05 Apr 2017,desktop
102655834,beli-harddisk-eksternal,Choyrul I.,5,Tanpa Judul,Tidak ada review,0,0,True,14.0,13 Mar 2017,androidApp
102953395,beli-harddisk-eksternal,Budiono S.,5,Tanpa Judul,"kualitas bagus , bahan aluminium dan akhirnya bisa digunakan HDD SSD saya sbg eksternal",0,0,True,21.51,13 Mar 2018,androidApp
103044088,beli-harddisk-eksternal,M H.,4,Bagus,"Produknya bagus, pengirimannya cukup cepat beli tanggal 29 maret diterima tgl 1 april.  Namun untuk aktivasi antivirusnya tidak bisa. Saran, sebaiknya untuk pengiriman dikasih bubble wrap untuk menjaga kualitas produk saat pengiriman.",0,0,True,27.32,29 Mar 2017,desktop
103351127,beli-harddisk-eksternal,Zahid,4,Tanpa Judul,Tidak ada review,0,0,True,14.01,17 Sep 2017,androidApp
103351132,beli-harddisk-eksternal,Lazada Customer,5,Tanpa Judul,Tidak ada review,0,0,True,16.0,03 Mei 2017,desktop
103357929,beli-harddisk-eksternal,Mdeno A.,5,Recommended,"Barang sudah diterima dan bekerja dengan baik, packing rapi, sesuai dengan harapan, pengiriman juga cepat, tapi bonusnya kurang menarik, tapi ngak apalah, puas deh... :D",0,0,True,27.51,26 Mei 2017,desktop
103357937,beli-harddisk-eksternal,Bambang S.,3,Tanpa Judul,Kenapa di laptop Macbook Pro Retina saya ngga bisa dibuka ya?,0,0,True,22.49,23 Mar 2017,desktop
103357940,beli-harddisk-eksternal,Josep K.,4,Tanpa Judul,Tidak ada review,0,0,True,13.01,03 Jan 2018,mobile
103357944,beli-harddisk-eksternal,Yudi E.,1,Unrecommended Seller,"Masa 3 Go Jek sdh kesana tutup terus tokonya, order tgl 31 Mei 2017 sampai dg detik ini barang blm terkirim...",0,0,True,17.52,,mobile-app
103357946,beli-harddisk-eksternal,Rajib P.,5,Tanpa Judul,Tidak ada review,0,0,True,18.01,04 Jul 2017,desktop
103357955,beli-harddisk-eksternal,Sugiharto S.,3,Tanpa Judul,"Packing bagus, pengiriman cepat...cuman hardcase ternyata tdk sesuai dgn gambar produk. Harapan sy dapatnya warna sesuai hard disk dan ukuran lbh besar dikit.",0,0,True,34.99,18 Sep 2018,androidApp
103357956,beli-harddisk-eksternal,Budianoor,5,Tanpa Judul,Tidak ada review,0,0,True,13.93,29 Mar 2017,desktop
103436368,beli-harddisk-eksternal,Bayu A.,5,Tanpa Judul,Tidak ada review,0,0,True,16.01,21 Agu 2018,androidApp
103563716,beli-harddisk-eksternal,Wkers,1,Produk sampah!,Baru pakai 3 hari hdd sudah rusak data hilang!  Jangan di beli ! Tidak di rekomendasi,0,0,True,20.51,28 Jun 2017,androidApp
103863172,beli-harddisk-eksternal,ahmad a.,5,Tanpa Judul,Tidak ada review,0,0,True,14.99,20 Jul 2017,androidApp
103911057,beli-harddisk-eksternal,Anggara W.,5,Tanpa Judul,"Respon Chat Oke, Pengiriman Oke, Barang Sesuai. Mdh2an Sukses",0,0,True,21.51,21 Mei 2018,androidApp
104074740,beli-harddisk-eksternal,Amrih J.,5,memuaskan,"ok, packing rapi, barang OK",0,0,True,30.51,08 Jan 2018,desktop
104395716,beli-harddisk-eksternal,Lazada Customer,5,MANTAPPP,"barang sesuai gambar, overall sangat bagus... thanks",0,0,True,23.09,02 Jul 2018,iosApp
104441492,beli-harddisk-eksternal,Zon S.,1,"Barang penyok, no powerbank, manual bhs cina","Ada yg penyok pada casenya di bagian antena, mungkin pengiriman kurang aman dan hati2, tp untungnya masih fungsi baik. Deskripsinya ada yg gak sesuai, gak ada batre/powerbank tuh. Buku manualnya bahasa cina, ga ngerti. Coba2 sendiri akhirnya bisa, di bantu google.",0,0,True,28.01,03 Nov 2017,mobile
105088857,beli-harddisk-eksternal,Lintang M.,3,Tiga Bintang,Tidak ada review,0,0,True,2.36,,mobile-app
105088859,beli-harddisk-eksternal,Baginda N.,5,Mantap,Barang sampai dengan cepat dan sesuai deskripsi,0,0,True,19.93,03 Mei 2017,mobile-app
105088860,beli-harddisk-eksternal,Dwi S.,5,Tanpa Judul,Tidak ada review,0,0,True,17.01,04 Mei 2017,androidApp
105088861,beli-harddisk-eksternal,Deni S.,4,So far so good,"Barang cepat sampai, dan bagus",0,0,True,19.84,04 Apr 2017,desktop
105088862,beli-harddisk-eksternal,Slamet L.,5,Tanpa Judul,Tidak ada review,0,0,True,15.01,04 Nov 2017,androidApp
105502901,beli-harddisk-eksternal,eko Y.,5,Tanpa Judul,Tidak ada review,0,0,True,18.01,04 Mar 2019,androidApp
106374699,beli-harddisk-eksternal,Yusuf D.,5,"2.5\"" USB 3.0 SATA Hd Box HDD Hard Drive External Enclosure Case..(White) - intl",Good and practical product with cheap price. thanks.,0,0,True,20.5,08 Nov 2017,desktop
106492688,beli-harddisk-eksternal,Lazada Customer,1,barang nya cepat rusak,lebih baik cari yg lain,0,0,True,21.51,05 Jun 2017,androidApp
106492693,beli-harddisk-eksternal,Yohanes K.,5,Tanpa Judul,Tidak ada review,0,0,True,22.01,26 Jan 2019,androidApp
106879514,beli-harddisk-eksternal,Andrian S.,5,Tanpa Judul,Tidak ada review,0,0,True,19.56,30 Jul 2019,androidApp
107069387,beli-harddisk-eksternal,Nurullia H.,4,Tanpa Judul,Tidak ada review,0,0,True,14.01,01 Jun 2017,desktop
107069392,beli-harddisk-eksternal,Jimmy G.,5,puas,Mantap gan,0,0,True,13.26,14 Jul 2017,mobile
107298742,beli-harddisk-eksternal,Riyan,1,Tanpa Judul,Tidak ada review,0,0,True,17.01,19 Nov 2018,androidApp
107300357,beli-harddisk-eksternal,indra,5,teriima kasih,Tidak ada review,0,0,True,14.37,15 Des 2017,androidApp
