rating,review,avg_word,word_count
5,"['tidak', 'ulasan']",5.5,2
5,"['puas', 'kecil', 'kencang']",5.333333333333333,3
1,"['barang', 'bukan', 'baracuda', 'tujuh', 'tujuh', '0rpm', 'pipeline', 'hd']",5.375,8
5,"['terima kasih', 'barang', 'sehari', 'langsung', 'jakarta', 'kemasan', 'rapi', 'thankyou', 'lazada', 'kenkez']",7.0,10
5,"['barang', 'bagus', 'pengirman', 'cepat', 'mantap', 'deh']",5.666666666666667,6
5,"['so', 'far', 'puas', 'produk', 'harga', 'fasilitas', 'sangat', 'sebanding', 'pengiriman', 'tidak', 'terima kasih', 'lazada']",6.416666666666667,12
5,"['pemesanan', 'tanggal', 'tujuh', 'belas', 'barang', 'tanggal', 'sembilan', 'belas', 'cepat', 'sekali', 'yah', 'barang', 'sesuai', 'gambar', 'web', 'coba', 'telepon', 'suplier', 'ta', 'cara', 'pakai', 'telelpon', 'tercantum', 'nyambung', 'disambut', 'baik', 'pelayan', 'puas', 'pelayanan', 'terima kasih', 'lazada']",6.161290322580645,31
5,"['mantan', 'mantan', 'memang', 'keren', 'abiz', 'cetar', 'membahana', 'hmpir', 'orang', 'kagum', 'cara', 'kerja', 'alhamdulilah', 'a', 'puas', 'sekali', 'produk', 'terima kasih', 'kenkez', 'ketagihan', 'beli', 'lazada']",5.954545454545454,22
2,"['pesan', 'hardisk', 'tangal', 'juni', 'fasilitas', 'gosend', 'dihari', 'belum', 'mohon', 'segera', 'proses']",5.909090909090909,11
5,"['ukuran', 'lumayan', 'mungil', 'pas', 'pasangan', ' power bank', 'telepon seluler', 'aman', 'tersimpan']",7.666666666666667,9
4,"['barang', 'oke', 'packaging', 'rapi', 'pengiriman', 'cepat', 'beli', 'hd', 'pas', 'harbolnas', 'sebelas', 'des', 'lama', 'tanggal', 'belas', 'terima kasih', 'jvp', 'lazada']",5.666666666666667,18
4,"['berjalan', 'terima kasih', 'lazada']",8.666666666666666,3
1,"['batas', 'pengiriman', 'barang', 'belum']",6.5,4
5,"['barangx', 'bagus', 'sesuai', 'gambar', 'makasi']",6.0,5
2,"['barang', 'hd', 'transcend', 'mtiga', 'warna', 'biru', 'bukan', 'htiga', 'purple']",5.222222222222222,9
5,"['mantap', 'sesuai', 'ekspentasi']",7.333333333333333,3
5,"['great', 'barang']",5.5,2
5,"['lacie', 'tb', 'mantap']",4.333333333333333,3
5,"['won', 't', 'regret', 'if', 'buy', 'it', 'it', 's', 'durable', 'sangat', 'easy', 'to', 'use', 'satisfied', 'terima kasih', 'lazada']",4.3125,16
3,"['so', 'far', 'found', 'oke']",3.25,4
5,"['kualitas', 'oke', 'mantap']",5.666666666666667,3
4,"['barang', 'bisa', 'duganakan', 'normal', 'seperti', 'seharus']",6.5,6
