rating,review,aspect_category,polarity,word_count,avg_word
3,membantu kondisi pandemi tolong evaluasi ketersedian obat apotek rekanan kota manado resep obat batuk apotek suka habis sia sia konsultasi dokter ujung ujungnya obat resep apotek rugi chat mahal biaya masukan baik pakai fitur chat us pelayanan pelayanan mengubah produk obat menyarankan konsultasi dokterjelek,pelayanan,negatif,44,8.045454545454545
5,konsultasi dokter bagus durasinya cepat dokternya dokternya chatinganya bantu terimakasih,pelayanan,negatif,10,10.0
1,astaga obatnya beli obat harganya masuk akal lipat ulang chat bantuan coba pembayaran resep bank berbeda obatnya gagal solusi penyelesain berulang gagal harga obat masuk akal semoga baik banding pesaing,harga,negatif,30,7.7666666666666675
5,terima kasih pelayananya baik cepat pengirimanya bantu nambahkan pelayanan pengiriman obatnya baik thanks,pelayanan,positif,12,9.0
1,menelepon nomor hadiah konfirmasi aplikasi mengadakan hadiah email nomor telepon genggam,sistem,positif,10,8.909090909090908
5,sumpah alternatif miris uang sakit dirasa hemat pakai aplikasi bagus pekerjaan cocok anak kosan,harga,positif,14,7.857142857142858
1,konfirmasi pelayanan berguna selesai komunikasi ulang di mana kasih bukti screnshotnya ampun ampun munculin aplikasi,pelayanan,negatif,14,8.666666666666666
5,membantu darurat rumah anak tetiba anak sakit obat habis pesan harga obat enaknya cari murah terima kasih,harga,positif,16,7.117647058823528
4,suka suka aplikasi berbeda aplikasi sebelah penjelasan rekomendasi obat dokter kesel konsultasi dokter melewatkanya ganti dokter saldo berkurang dikembalikan mohon perhatikan dokter sibuk aktifitasnya menyalakan konsultasi pengguna keadan darurat,pelayanan,negatif,29,9.517241379310343
5,membantu konsultasi whatsapp pandemi chat respon plus perihal membantu terima kasih,pelayanan,positif,11,8.636363636363637
1,telepon mengatas nama aneh penelpon email bilang uang juta rupiah aplikasi memprivasi email mengambil keuntungan menipu tolong privasi perketat,sistem,negatif,19,8.578947368421053
5,keren cepat bagus membantu rumah cek kesehatan aman dimasa pandemi covid,anekdot/serbaneka,positif,11,7.636363636363638
5,membantu jam anak sakit konsultasi dokter terima kasih adi suryadinata membantu,pelayanan,positif,11,8.272727272727273
5,membantu mempermudah mencari obat obatan respon cepat pesan terima kasih,pelayanan,positif,9,8.1
1,pulang hapus aplikasi kecewa profesional di bagian chat customer terima kasih,pelayanan,negatif,10,7.909090909090909
2,konsultasi pembayaran pakai gagal keteranganya dana dikembalikan konsultasi coba malas tolong sistem pembayaran diperbaiki,sistem,negatif,14,9.785714285714286
5,membantu pergi rumah sakit antrian dekat sekali aplikasi membantu praktis takut langsung konsultasi dokternya dikasi resep makasi,anekdot/serbaneka,positif,16,8.529411764705884
1,ralat kembalikan bayar aplikasi membantu,sistem,negatif,5,9.2
1,jujur puas nasihat nasihat penjelasan dokternya disayangkan konsultasi aplikasi menit otomatis berhenti,pelayanan,negatif,12,9.666666666666666
